"","uf","tipo_doenca","local_obito","faixa_etaria","sexo","total"
"1587","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",222
"1588","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",160
"1589","RJ","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",1
"1590","RJ","Outras doenças respiratórias","VIA_PUBLICA",">= 80","M",1
"1591","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",34
"1592","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",27
"1593","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",1422
"1594","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",856
"1595","RJ","Outras doenças respiratórias","IGNORADO",">= 80","F",3
"1596","RJ","Outras doenças respiratórias","IGNORADO",">= 80","M",1
"1597","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",6
"1598","RJ","Outras doenças respiratórias","OUTRO",">= 80","M",3
"1599","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",188
"1600","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",97
"1601","RJ","Outras doenças respiratórias","VIA_PUBLICA",">= 80","M",1
"1602","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",1
"1603","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",1
"1604","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",95
"1605","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",103
"1606","RJ","Outras doenças respiratórias","IGNORADO",">= 80","M",1
"1607","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",2
"1608","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",20
"1609","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",10
"1610","DF","Outras doenças","DOMICILIO",">= 80","F",55
"1611","DF","Outras doenças","DOMICILIO",">= 80","M",19
"1612","DF","Outras doenças","HOSPITAL",">= 80","F",93
"1613","DF","Outras doenças","HOSPITAL",">= 80","M",56
"1614","DF","Outras doenças","OUTRO",">= 80","F",6
"1615","DF","Outras doenças","OUTRO",">= 80","M",3
"1616","DF","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",2
"1617","DF","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",2
"1618","DF","COVID-19","DOMICILIO",">= 80","F",2
"1619","DF","COVID-19","DOMICILIO",">= 80","M",2
"1620","DF","COVID-19","HOSPITAL",">= 80","F",38
"1621","DF","COVID-19","HOSPITAL",">= 80","M",30
"1622","DF","COVID-19","OUTRO",">= 80","F",1
"1623","DF","COVID-19","OUTRO",">= 80","M",1
"1624","DF","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","F",2
"1625","DF","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1626","DF","Outras doenças","DOMICILIO",">= 80","F",1
"1627","DF","Outras doenças","HOSPITAL",">= 80","M",1
"1628","DF","Outras doenças","OUTRO",">= 80","F",1
"1629","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",6
"1630","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",7
"1631","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",17
"1632","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",4
"1633","DF","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1634","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",3
"1635","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",9
"1636","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",5
"1637","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",106
"1638","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",76
"1639","DF","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1640","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",8
"1641","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",2
"1642","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",1
"1643","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",3
"1644","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",57
"1645","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",27
"1646","DF","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1647","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",3
"1648","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",1
"1649","MG","Outras doenças","DOMICILIO",">= 80","F",913
"1650","MG","Outras doenças","DOMICILIO",">= 80","M",489
"1651","MG","Outras doenças","HOSPITAL",">= 80","F",807
"1652","MG","Outras doenças","HOSPITAL",">= 80","M",499
"1653","MG","Outras doenças","IGNORADO",">= 80","F",37
"1654","MG","Outras doenças","IGNORADO",">= 80","M",26
"1655","MG","Outras doenças","OUTRO",">= 80","F",53
"1656","MG","Outras doenças","OUTRO",">= 80","M",20
"1657","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",116
"1658","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",68
"1659","MG","Outras doenças","VIA_PUBLICA",">= 80","F",6
"1660","MG","Outras doenças","VIA_PUBLICA",">= 80","M",7
"1661","MG","COVID-19","DOMICILIO",">= 80","F",7
"1662","MG","COVID-19","DOMICILIO",">= 80","M",3
"1663","MG","COVID-19","HOSPITAL",">= 80","F",51
"1664","MG","COVID-19","HOSPITAL",">= 80","M",42
"1665","MG","COVID-19","IGNORADO",">= 80","M",1
"1666","MG","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","F",6
"1667","MG","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",5
"1668","MG","Outras doenças","DOMICILIO",">= 80","F",24
"1669","MG","Outras doenças","DOMICILIO",">= 80","M",22
"1670","MG","Outras doenças","HOSPITAL",">= 80","F",14
"1671","MG","Outras doenças","HOSPITAL",">= 80","M",8
"1672","MG","Outras doenças","IGNORADO",">= 80","F",2
"1673","MG","Outras doenças","IGNORADO",">= 80","M",1
"1674","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",84
"1675","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",67
"1676","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",187
"1677","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",137
"1678","MG","Outras doenças respiratórias","IGNORADO",">= 80","F",9
"1679","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",2
"1680","MG","Outras doenças respiratórias","OUTRO",">= 80","F",3
"1681","MG","Outras doenças respiratórias","OUTRO",">= 80","M",2
"1682","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",23
"1683","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",16
"1684","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",94
"1685","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",70
"1686","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",764
"1687","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",534
"1688","MG","Outras doenças respiratórias","IGNORADO",">= 80","F",17
"1689","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",10
"1690","MG","Outras doenças respiratórias","OUTRO",">= 80","F",9
"1691","MG","Outras doenças respiratórias","OUTRO",">= 80","M",3
"1692","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",52
"1693","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",33
"1694","MG","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",1
"1695","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",37
"1696","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",25
"1697","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",493
"1698","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",251
"1699","MG","Outras doenças respiratórias","IGNORADO",">= 80","F",10
"1700","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",11
"1701","MG","Outras doenças respiratórias","OUTRO",">= 80","F",4
"1702","MG","Outras doenças respiratórias","OUTRO",">= 80","M",2
"1703","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",38
"1704","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",14
"1705","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",5
"1706","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",6
"1707","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",13
"1708","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",9
"1709","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1710","MS","Outras doenças","DOMICILIO",">= 80","F",72
"1711","MS","Outras doenças","DOMICILIO",">= 80","M",72
"1712","MS","Outras doenças","HOSPITAL",">= 80","F",96
"1713","MS","Outras doenças","HOSPITAL",">= 80","M",72
"1714","MS","Outras doenças","OUTRO",">= 80","F",3
"1715","MS","Outras doenças","OUTRO",">= 80","M",4
"1716","MS","Outras doenças","POSTO_SAUDE",">= 80","F",1
"1717","MS","Outras doenças","POSTO_SAUDE",">= 80","M",1
"1718","MS","Outras doenças","VIA_PUBLICA",">= 80","F",1
"1719","MS","Outras doenças","VIA_PUBLICA",">= 80","M",1
"1720","MS","COVID-19","HOSPITAL",">= 80","F",3
"1721","MS","COVID-19","HOSPITAL",">= 80","M",3
"1722","MS","Outras doenças","DOMICILIO",">= 80","M",2
"1723","MS","Outras doenças","HOSPITAL",">= 80","F",1
"1724","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",8
"1725","MS","Outras doenças respiratórias","DOMICILIO",">= 80","M",9
"1726","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",21
"1727","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",14
"1728","MS","Outras doenças respiratórias","OUTRO",">= 80","M",1
"1729","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",8
"1730","MS","Outras doenças respiratórias","DOMICILIO",">= 80","M",6
"1731","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",101
"1732","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",82
"1733","MS","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1734","MS","Outras doenças respiratórias","POSTO_SAUDE",">= 80","M",2
"1735","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",2
"1736","MS","Outras doenças respiratórias","DOMICILIO",">= 80","M",1
"1737","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",40
"1738","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",20
"1739","MS","Outras doenças respiratórias","POSTO_SAUDE",">= 80","F",1
"1740","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",1
"1741","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",1
"1742","RJ","Outras doenças","DOMICILIO",">= 80","F",1043
"1743","RJ","Outras doenças","DOMICILIO",">= 80","M",464
"1744","RJ","Outras doenças","HOSPITAL",">= 80","F",1084
"1745","RJ","Outras doenças","HOSPITAL",">= 80","M",517
"1746","RJ","Outras doenças","IGNORADO",">= 80","F",4
"1747","RJ","Outras doenças","IGNORADO",">= 80","M",4
"1748","RJ","Outras doenças","OUTRO",">= 80","F",60
"1749","RJ","Outras doenças","OUTRO",">= 80","M",20
"1750","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",283
"1751","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",122
"1752","RJ","Outras doenças","VIA_PUBLICA",">= 80","F",1
"1753","RJ","Outras doenças","VIA_PUBLICA",">= 80","M",4
"1754","RJ","COVID-19","DOMICILIO",">= 80","F",14
"1755","RJ","COVID-19","DOMICILIO",">= 80","M",7
"1756","RJ","COVID-19","HOSPITAL",">= 80","F",564
"1757","RJ","COVID-19","HOSPITAL",">= 80","M",325
"1758","RJ","COVID-19","OUTRO",">= 80","F",1
"1759","RJ","COVID-19","OUTRO",">= 80","M",3
"1760","RJ","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","F",54
"1761","RJ","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",36
"1762","RJ","Outras doenças","DOMICILIO",">= 80","F",24
"1763","RJ","Outras doenças","DOMICILIO",">= 80","M",12
"1764","RJ","Outras doenças","HOSPITAL",">= 80","F",18
"1765","RJ","Outras doenças","HOSPITAL",">= 80","M",16
"1766","RJ","Outras doenças","OUTRO",">= 80","F",1
"1767","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",11
"1768","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",7
"1769","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",87
"1770","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",45
"1771","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",224
"1772","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",98
"1773","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1774","RJ","Outras doenças respiratórias","OUTRO",">= 80","M",3
"1775","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",51
"1776","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",21
"1777","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",93
"1778","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",34
"1779","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",1032
"1780","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",544
"1781","RJ","Outras doenças respiratórias","IGNORADO",">= 80","F",4
"1782","RJ","Outras doenças respiratórias","IGNORADO",">= 80","M",1
"1783","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",6
"1784","RJ","Outras doenças respiratórias","OUTRO",">= 80","M",5
"1785","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",119
"1786","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",72
"1787","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",37
"1788","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",9
"1789","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",753
"1790","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",324
"1791","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",4
"1792","RJ","Outras doenças respiratórias","OUTRO",">= 80","M",1
"1793","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",106
"1794","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",36
"1795","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",3
"1796","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",40
"1797","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",22
"1798","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1799","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",6
"1800","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",8
"1801","DF","Outras doenças","DOMICILIO",">= 80","F",8
"1802","DF","Outras doenças","DOMICILIO",">= 80","M",4
"1803","DF","Outras doenças","HOSPITAL",">= 80","F",10
"1804","DF","Outras doenças","HOSPITAL",">= 80","M",5
"1805","DF","Outras doenças","OUTRO",">= 80","F",1
"1806","DF","Outras doenças","OUTRO",">= 80","M",1
"1807","DF","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1808","DF","COVID-19","DOMICILIO",">= 80","F",1
"1809","DF","COVID-19","DOMICILIO",">= 80","M",1
"1810","DF","COVID-19","HOSPITAL",">= 80","F",1
"1811","DF","COVID-19","HOSPITAL",">= 80","M",1
"1812","DF","Outras doenças","DOMICILIO",">= 80","M",1
"1813","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",2
"1814","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",1
"1815","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",1
"1816","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",3
"1817","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",1
"1818","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",12
"1819","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",4
"1820","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",1
"1821","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",1
"1822","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",1
"1823","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",1
"1824","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1825","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",1
"1826","MG","Outras doenças","DOMICILIO",">= 80","F",113
"1827","MG","Outras doenças","DOMICILIO",">= 80","M",39
"1828","MG","Outras doenças","HOSPITAL",">= 80","F",63
"1829","MG","Outras doenças","HOSPITAL",">= 80","M",38
"1830","MG","Outras doenças","IGNORADO",">= 80","F",4
"1831","MG","Outras doenças","IGNORADO",">= 80","M",4
"1832","MG","Outras doenças","OUTRO",">= 80","F",5
"1833","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",11
"1834","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",5
"1835","MG","Outras doenças","VIA_PUBLICA",">= 80","F",2
"1836","MG","Outras doenças","VIA_PUBLICA",">= 80","M",1
"1837","MG","COVID-19","HOSPITAL",">= 80","F",12
"1838","MG","COVID-19","HOSPITAL",">= 80","M",1
"1839","MG","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1840","MG","Outras doenças","DOMICILIO",">= 80","F",3
"1841","MG","Outras doenças","DOMICILIO",">= 80","M",5
"1842","MG","Outras doenças","HOSPITAL",">= 80","F",1
"1843","MG","Outras doenças","IGNORADO",">= 80","F",1
"1844","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",17
"1845","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",7
"1846","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",18
"1847","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",6
"1848","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",2
"1849","MG","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1850","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",2
"1851","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",2
"1852","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",15
"1853","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",7
"1854","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",84
"1855","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",37
"1856","MG","Outras doenças respiratórias","IGNORADO",">= 80","F",3
"1857","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",4
"1858","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",2
"1859","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",5
"1860","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",1
"1861","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",26
"1862","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",11
"1863","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",1
"1864","MG","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1865","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",5
"1866","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",2
"1867","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",1
"1868","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",3
"1869","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",1
"1870","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",1
"1871","MS","Outras doenças","DOMICILIO",">= 80","F",13
"1872","MS","Outras doenças","DOMICILIO",">= 80","M",9
"1873","MS","Outras doenças","HOSPITAL",">= 80","F",6
"1874","MS","Outras doenças","HOSPITAL",">= 80","M",3
"1875","MS","Outras doenças","VIA_PUBLICA",">= 80","F",1
"1876","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",2
"1877","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",4
"1878","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",1
"1879","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",1
"1880","MS","Outras doenças respiratórias","DOMICILIO",">= 80","M",2
"1881","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",4
"1882","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",7
"1883","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",4
"1884","RJ","Outras doenças","DOMICILIO",">= 80","F",130
"1885","RJ","Outras doenças","DOMICILIO",">= 80","M",29
"1886","RJ","Outras doenças","HOSPITAL",">= 80","F",88
"1887","RJ","Outras doenças","HOSPITAL",">= 80","M",27
"1888","RJ","Outras doenças","IGNORADO",">= 80","F",1
"1889","RJ","Outras doenças","OUTRO",">= 80","F",11
"1890","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",33
"1891","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",6
"1892","RJ","COVID-19","DOMICILIO",">= 80","F",1
"1893","RJ","COVID-19","HOSPITAL",">= 80","F",25
"1894","RJ","COVID-19","HOSPITAL",">= 80","M",10
"1895","RJ","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","F",1
"1896","RJ","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",2
"1897","RJ","Outras doenças","DOMICILIO",">= 80","F",5
"1898","RJ","Outras doenças","DOMICILIO",">= 80","M",1
"1899","RJ","Outras doenças","HOSPITAL",">= 80","F",2
"1900","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",1
"1901","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1902","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",13
"1903","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",3
"1904","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",12
"1905","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",5
"1906","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",2
"1907","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",2
"1908","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1909","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",6
"1910","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",4
"1911","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",85
"1912","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",19
"1913","RJ","Outras doenças respiratórias","IGNORADO",">= 80","F",1
"1914","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",5
"1915","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",4
"1916","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",2
"1917","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",61
"1918","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",14
"1919","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",4
"1920","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",1
"1921","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",1
"1922","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",1
"1923","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",1
